rental_id,bbl
7314514,3010680013
7292407,4006150072
7233445,1015090006
7178242,4011540074
7258144,1000260021
7238071,3012200009
7387477,3067550053
7310497,4050667503
7301767,4006570044
7308028,2023090001
7254451,4001770001
7291627,1004570032
7166446,3054230042
7316869,4033340260
7349449,1005907501
7213696,4035450001
7175494,3023950029
7394749,3059040002
7246309,1015000053
7397572,1005487501
7212157,1009340001
7158067,3052080046
7313587,3034510003
7335154,1010330041
7422814,1000310001
7317070,1021800400
7167967,4006520011
7392547,3050900027
7418485,4037770050
7289242,1000527501
7409749,3023990001
7409509,4021167501
7259368,3017890006
7148416,4021450062
7288534,1021770163
7426402,3027200044
7363069,3061160041
7417039,4097230015
7268605,1011407501
7254136,1015590010
7298206,3032140020
7387624,4008800058
7349167,1008870030
7267993,3000537501
7231153,4034810057
7336894,3025690035
7341307,1008707501
7216744,1003430050
7150498,3061200039
7153945,3027680036
7423930,3010040017
7198183,3034990111
7198492,1011050029
7286434,3023170005
7256935,1008057502
7279855,1012000011
7258648,1006110024
7357735,1007630001
7305784,4006290018
7413781,1009310009
7235416,3022967501
7387222,3009880002
7230985,1015270028
7398562,1004970009
7213027,4035450006
7276894,3017540066
7424797,1015410001
7310941,3030440035
7187140,3047270023
7318504,1000770001
7156102,3018340038
7397671,3016590035
7170274,1013050013
7377742,4053100021
7318636,4005310015
7183609,4006600010
7242853,1015270045
7315381,1018770016
7260301,1013730001
7389196,4020997502
7200682,3034130029
7387105,4049950001
7171264,1014090042
7209712,1008270001
7350874,3003827501
7204777,4053110015
7193323,1011520013
7191577,3024197501
7170625,4001490001
7230919,4092660045
7233034,1011710133
7336048,3051850001
7168726,4005050037
7276372,1009070025
7424851,1002207501
7389796,3060080065
7366897,3050570086
7195732,3040230032
7147888,1014440130
7275772,1006360022
7328722,1011407501
7225309,1010100024
7141561,1004150078
7156666,1014180021
7385911,2058512065
7166959,1012000031
7395868,3001650022
7233049,1011710062
7225930,3014150031
7226365,3011050051
7306678,1010410041
7385263,3018310022
7422952,4006570044
7395502,1018610036
7180117,3008910048
7350643,3052290005
7366180,3023537501
7202791,3048370089
7424662,4049787502
7302490,4019020039
7312897,3050520027
7157704,3086890045
7273333,1009910060
7312918,4021220028
7220425,1005730073
7366690,3002500030
7208608,1019580023
7177855,1000330011
7272583,1006017501
7190020,4004220001
7349818,3076740009
7292974,3004630035
7414438,3004617501
7361896,1021800090
7284820,1012107504
7412848,4034360011
7352050,1007650025
7223185,4005400021
7262962,1006940039
7382542,1008507503
7163545,3033880012
7391149,3010060037
7399975,3027920016
7148467,3019150063
7393771,1008557501
7385308,3018020087
7159441,4021500001
7188448,3009250055
7171690,4008360028
7231135,1004890033
7366312,4006340001
7256983,1008057502
7399495,4011880055
7158868,1019430109
7225357,1019220061
7325734,1000317501
7237624,1012747504
7284283,1001230010
7159183,3056640001
7209640,1000260014
7230226,3058860004
7136368,4006910022
7242091,1019320033
7269718,1008570046
7357015,1015790137
7221895,3074707504
7422706,1005047501
7153873,1010537503
7304419,1008627503
7213330,1007590067
7390609,1018320029
7162522,1000847501
7344739,3022997501
7300723,3025410036
7137091,3052070030
7205194,4006850042
7275823,4006137501
7369885,3015080046
7215475,1013147501
7276402,1008290001
7389169,1004550021
7294084,1000310001
7391770,3022967501
7424353,3032790040
7283881,1000257501
7291834,3006490026
7379515,3002777501
7400752,2036230020
7173694,3017860072
7167070,3027450040
7222738,1006180013
7284706,2059530550
7240465,4022650100
7325386,1010580015
7145719,1011960020
7187020,4049950001
7302106,3022890014
7427317,1021190005
7255246,3008747502
7170184,1000770001
7257847,1006020010
7340203,4008430056
7376881,1000167501
7335793,3027790030
7415467,3018310076
7174399,1016940005
7160437,1009720001
7393357,4031550001
7180024,3017220048
7193827,3003580005
7412686,3020610050
7306798,3032470002
7213312,3006450065
7161952,1005830042
7322953,4005770036
7199572,1009440045
7212511,4033420037
7148533,4000160008
7261309,1015530031
7384084,1012200001
7299409,3009530008
7421461,3010540010
7307665,3011180002
7165927,4033290079
7362076,1007610022
7289764,1013277502
7258486,2057840359
7145251,1000170029
7280038,3004670043
7301392,4006620003
7204864,3016420008
7325956,1013180022
7367839,3061030055
7180642,3017300056
7171636,2057840355
7230100,1008067502
7184509,1009687501
7253614,1018820024
7251076,3019280029
7188487,3033310032
7356964,3018390021
7419091,3002910027
7151332,1013417501
7282816,3027470029
7169104,3003950054
7270882,3026977502
7137133,1010717501
7358008,4003240041
7137052,3000510001
7153837,0
7183495,1015590033
7332400,3024050039
7346191,1001730017
7294438,3032487502
7224793,1000167515
7133017,1013380035
7168144,3018550016
7213564,3019280029
7219450,3047010058
7372069,3024440009
7187146,3061170040
7158490,1011970002
7242067,4008600052
7329916,3002690016
7332934,1005400009
7265386,1019930108
7331563,1000277501
7409377,1004470009
7283797,1015540004
7170703,4096800018
7423183,3006550015
7344145,1010087503
7169212,3016140076
7248268,1016440059
7339495,3007740068
7152439,1015490131
7324618,3015400034
7307488,4006537501
7356337,1000160100
7224712,1004510006
7183444,1011710132
7155085,3028570051
7150771,3023710034
7394419,1000167518
7317934,3057910017
7141024,1009780001
7139473,1002280030
7354249,1009050003
7190311,1008350001
7151947,3024707501
7198246,1017490062
7134130,3032850088
7281319,4032570009
7220221,1000317501
7305973,1005597502
7160155,1014260021
7308235,3024447501
7360036,1005090026
7327615,1021200066
7135108,3003317501
7395802,1003500051
7204132,3059790060
7379830,1009180007
7356958,3006360062
7226908,1011407501
7153075,4022650060
7427188,3011480050
7321903,4034860020
7229668,1007747501
7161001,3029130067
7177228,1015397502
7143964,1008940052
7350277,3008700067
7327807,1013237501
7157407,1002147502
7196485,1013330042
7170451,3026910025
7342579,4005980075
7206787,3027410047
7413844,1020997501
7372327,3075540038
7219069,1010477503
7134562,1004460033
7207774,1009390001
7333087,3030140014
7172389,3011570022
7164154,3054160007
7328719,1011167501
7269883,2030560017
7260715,1013380035
7235092,3033090032
7268215,4008720068
7352992,1009010045
7192018,1015260011
7327366,3019537502
7152058,3016200042
7189246,1000750001
7413244,4005670040
7425523,3027320012
7349299,3072990053
7297120,3014350023
7240108,1000167518
7271230,1021700506
7395091,4033340299
7165333,3023720001
7369621,1015220158
7413442,1019490011
7372627,4012667501
7377523,4002000039
7175119,1000767502
7291615,3010460019
7167715,3011780026
7252906,4007390033
7134367,3073850053
7227079,4021530025
7242955,1008270001
7393036,4005970106
7161304,4028640017
7208272,1011710062
7250389,3052330025
7184998,3002500020
7148398,4033210043
7342717,3043820044
7337278,4068120062
7320034,3020610050
7140112,3032450023
7350106,4050020087
7367923,3008380057
7216831,4008390007
7234789,4006820004
7392919,1007987502
7395067,3030440026
7155316,1013737501
7276390,1011710132
7359034,1013330023
7346158,1011827501
7240405,4008470118
7197457,4013367501
7390711,4097160118
7182343,3002340016
7301203,1011620046
7333957,4007860056
7299442,2058343007
7144900,1012260019
7220785,4005480031
7363018,3017600064
7285138,3016080053
7423954,4011310001
6979723,1008887501
7267000,3023190007
7227145,3032040029
7247341,4031560133
7365577,1015697503
7423735,3016720022
7309819,3030440035
7359493,1021790354
7326166,3053390001
7351555,1007200022
7214644,1000270017
7200358,3023327502
7173259,1001940011
7155529,4005190006
7286581,1007650060
7185487,1000330011
7298866,1000917502
7344010,4050490038
7201270,3025710032
7388335,1011427502
7217803,1005040029
7305841,1008920076
7216933,3017780019
7154386,4005930011
7291504,4008317501
7196677,1020680013
7304857,3059020002
7418440,3018937503
7221964,3070230028
7328812,1008810063
7379137,1022430278
7196728,1010067501
7381138,1015147502
7202236,3027030032
7422025,3052410018
7222030,1014847501
7342564,3011300059
7323436,3016230025
7238218,3032650014
7197403,1012720001
7340206,1007680009
7386712,3015010025
7132798,1018910060
7356544,3017090030
7294714,1015160052
7266184,1008500064
7397485,3008710030
7150801,1012187501
7200562,3018920048
7362856,3012300034
7344148,3042680030
7271980,1000330011
7230889,1008197504
7150759,3024950015
7347934,1012160060
7174435,1013730001
7296055,4009057501
7337965,4077480500
7169170,3014800068
7146166,4007840023
7367317,1015160013
7135132,3061140036
7208398,3023290035
7338469,1000210006
7197439,3011040004
7189903,1004140019
7303450,1004680050
7223746,1016020058
7145545,1013180022
7413685,3029070049
7290730,1011627501
7402252,4030850036
7417450,3064600174
7272796,4008397503
7385800,1009390001
7150924,3058550025
7372615,4000210110
7160446,1009720001
7242343,1009250024
7316041,1004100007
7136644,3033390019
7159258,1000167520
7338079,4031640054
7314022,4006620027
7354396,1013227501
7306897,3011010040
7239613,4008310048
7202872,3034120006
7194973,1010767501
7132945,3028930028
7425742,1018200017
7184167,1021750170
7183426,3027060006
7427878,3020150025
7341304,1015270031
7263556,3031710057
7272784,3068260048
7348582,3020150019
7357264,3023247502
7198147,1001230010
7364269,3001480001
7286149,3030910027
7139062,4051860029
7252924,1010370040
7352047,1015177501
7158430,3064390046
7275631,3032590055
7264519,3012900039
7359118,3010060020
7388332,1009127502
7344052,3027450002
7290562,4015700001
7148665,4008530062
7313311,3032820042
7140724,4005650021
7400377,1016270035
7141048,1009720001
7210954,4005390041
7381543,3080240050
7420861,1012210029
7162003,4008490066
7232389,1000447501
7213960,4010090036
7299466,1010420001
7336723,1020517501
7412620,1008557501
7412689,3020610050
7167577,3033210020
7244944,3060180049
7288945,3058850004
7385413,4034360011
7426627,1015290023
7241788,3033350010
7271578,1003990001
7291021,3010480027
7181752,1010710001
7387198,1008810063
7308931,4050490038
7351354,3027650010
7374532,1021360111
7261987,1010187502
7375396,3002910027
7307866,4035170047
7423036,3023060001
7322626,1000160100
7171303,4008470016
7188142,1018337505
7329193,3034560036
7191427,3003610005
7305460,3024210037
7221751,3013550074
7333966,1014170035
7284604,4002670009
7288987,1011710129
7356052,1018890040
7276360,1011710133
7418488,1008507503
7421107,1010517502
7214104,1011707502
7421992,1000170018
7265437,1014570003
7217944,1004410033
7320148,1010517503
7167595,1006240047
7266460,1021350004
7327528,3009490039
7330018,3010977503
7399195,3060990001
7174345,4008720068
7183381,1008570046
7328278,3013740052
7300570,1018920046
7267774,3087197502
7394479,1000160020
7178596,4008070036
7252120,3060830001
7187155,3027310001
7214452,1004420011
7132354,4003707501
7149919,1015410001
7416241,3032700036
7327135,3050460040
7137334,3010977503
7202188,3027700028
7253653,4001620008
7322161,4031920012
7266907,3001670053
7307971,3021180021
7411534,1000257501
7254706,1004417503
7292389,4006770059
7329466,1011180001
7349398,3019710055
7210495,3016100032
7187428,1011167501
7144537,3010937502
7133362,1008160007
7160173,4032930074
7232194,1007210007
7377028,1021790185
7299994,1004920004
7184710,4002670009
7409152,3002530001
7336888,3027410047
7271608,1014670044
7154653,1012747502
7212859,1008930041
7150762,3023710034
7247608,4006230075
7373953,3028320015
7213192,4001590028
7186528,1015137501
7265443,1017150150
7199053,4035180008
7330837,1013227502
7395976,1000447501
7332415,3050460040
7284454,3059980075
7352416,4006840069
7134337,4033480021
7299955,1015160013
7225234,3010780060
7286005,1000907501
7145275,3053230073
7309486,3027290013
7294159,1020970014
7423072,2045060040
7208149,1011290059
7341076,1003537501
7213273,3060360016
7143430,1016210022
7276153,1014260044
7337308,1011220043
7309057,3061290001
7255417,1021790425
7255648,1000250019
7133368,1011157503
7363111,1008517505
7416607,4001680001
7289386,3083570042
7190575,4006810005
7204984,1000310001
7332346,4021530025
7258351,4005930021
7377160,3061090037
7217095,1019930102
7296781,1004747504
7295596,2025140025
7295968,3020610050
7179478,1008057502
7295872,3049810050
7427287,1020750001
7288504,3058550025
7251619,3032720009
7185472,3003207503
7338529,3023070038
7187896,3072740020
7361419,1009720001
7389970,3049640010
7153522,1010190001
7212856,3004010050
7224997,1016307501
7193974,3050830037
7284451,1019287506
7261327,3018230023
7262143,1011710148
7153480,1013840021
7233892,3066810035
7296508,3050460074
7336036,3002370027
7319542,3000410017
7394089,4033420001
7133296,1011397503
7332166,3059780049
7161238,3010590061
7216795,1015647502
7384858,3018360016
7135951,4008390007
7186525,3060360030
7325932,3062920017
7391350,1013207502
7140028,1011250054
7200958,3003840001
7140385,3073090040
7306561,1008310078
7355161,3023280005
7364356,3014010021
7414861,4031090030
7201210,1015780017
7285366,1006200044
7170724,3023327502
7274362,1007010062
7149295,1013277501
7197739,3060680018
7269295,1006140003
7304281,3066650040
7204162,1004770001
7344322,3000457501
7425157,3009850002
7159681,4007110037
7179619,1016350027
7158697,3087207512
7221211,1018750053
7395037,1018430005
7368790,1021420120
7427953,4038290029
7340986,3009970015
7367533,1013350022
7181356,4003240002
7422097,4005310015
7178887,1000270009
7225051,3011780026
7175353,3018330031
7261450,3061340001
7143841,1018700030
7215019,3072740020
7329721,3016420017
7183765,1015810037
7362742,2024220045
7424380,4008490084
7176859,3057980039
7394215,1015560033
7349008,3016280030
7264141,3023407502
7426432,4008640003
7269661,1008020036
7288282,1005777504
7238566,3001080003
7363906,3001527501
7148656,4006540029
7269553,3024200015
7169638,1009070025
7165411,3030500023
7373437,1014260044
7157356,3013540074
7320061,3058740058
7264318,1007960048
7317376,3011800001
7216018,3010060038
7387246,3058990073
7325593,1009720001
7319752,1000257501
7185469,3003207503
7146661,1013207505
7230571,1009437501
7417540,4016160001
7399942,3016570075
7134277,1020907501
7292740,1008057502
7370602,3011870049
7227763,3061290059
7255243,3008747502
7284748,3051880055
7215436,1021800610
7273522,3008750027
7256128,3059300031
7349977,1008620011
7247878,1010517502
7206469,2057230100
7232527,3088050134
7369759,1010710001
7324798,3023327502
7142020,3030447504
7262569,3050580007
7372852,4006340001
7367146,4021020001
7334398,1008707501
7229614,1004670048
7295818,3007230015
7360912,3023440016
7152907,3014680055
7393837,1010110013
7379716,4021127501
7376434,3022913495
7393330,1000530033
7222936,3024300019
7424221,4097160115
7253680,4088920050
7252138,3043990013
7416661,4044160163
7342864,3029170007
7284940,4005360031
7339885,1003740001
7206511,3009370036
7341040,3000510001
7391038,4021010032
7168945,1004200074
7257232,3019290044
7311058,1011050014
7251433,1008570046
7306363,4008430056
7342987,3055950011
7351498,3013270072
7330711,3031230019
7230331,1005480001
7385626,3012280053
7200859,1006010008
7141696,3011180002
7355221,3083930096
7411366,3023870007
7426003,1012687503
7333159,3000550041
7157596,4006260027
7190971,1022430090
7254892,1008720001
7408453,4008610005
7309825,1018207503
7231261,3022920020
7420636,1009720001
7382467,1002760054
7336729,4006570044
7384324,1007010062
7358083,1016440059
7179517,3018870065
7384333,3059970054
7185244,1005770018
7350400,1013927501
7255612,3030100015
7200160,3016090064
7145065,1004690030
7269925,4031330059
7136554,1015550005
7365649,1013367501
7317400,3020900045
7165762,1006400047
7246642,3061060138
7213498,4022640118
7390702,3050840054
7227553,3053210001
7270693,1006127504
7272520,1019170061
7343131,3059800050
7394278,3032560020
7168183,1014260044
7140406,3030540012
7298152,1015440019
7185730,4005770043
7262449,4031750001
7149319,2032120021
7186612,4007970060
7152070,4034550012
7293667,3039740001
7395748,3051620065
7149661,4011440012
7160116,3018230079
7172062,3061187501
7138972,3032640035
7370818,1014500008
7340641,3065320076
7317679,3034500035
7271101,3027520024
7418587,3030880021
7142860,1007900059
7342663,1004410033
7139368,3059380015
7292014,4008307501
7179535,3020440062
7308703,1014090031
7368292,3030140014
7327489,1004000031
7282837,1018380027
7220083,4033480021
7134976,4007190039
7286764,1015860001
7326718,1015840010
7305487,1015270043
7273513,3059790060
7228456,1001260027
7197949,1007987501
7243219,1000537502
7337254,4008590026
7345252,1010620019
7234147,2025640047
7266583,1007220015
7336801,1011840019
7290565,4032397501
7218613,3010870023
7355134,4096970052
7163353,3018170097
7291765,4051460026
7234948,1012710027
7388557,3063630029
7400548,3061300006
7301548,3020610050
7187848,1000280005
7175350,3053340018
7416559,1008010034
7242916,1011520056
7158940,3001457501
7321111,3059070044
7147360,3010790021
7146850,1002920027
7312159,4009750035
7348675,2033470038
