,expense_per_sqft,gross_income_per_sqft,market_value_per_sqft,neighborhood,bbl
433,8.94,32.83,180.37,GREENWICH VILLAGE-WEST,1006240052
434,11.92,41.53,223.57,GREENWICH VILLAGE-WEST,1006250021
435,10.65,33.25,170.64,GREENWICH VILLAGE-WEST,1006250026
436,12.43,38.32,195.5,GREENWICH VILLAGE-WEST,1006260004
437,10.43,35.66,190.49,GREENWICH VILLAGE-WEST,1006260012
438,11.21,38.45,205.66,GREENWICH VILLAGE-WEST,1006260050
439,11.34,40.5,220.13,GREENWICH VILLAGE-WEST,1006260054
440,9.2,36.79,208.31,GREENWICH VILLAGE-WEST,1006280017
441,10.21,37.74,207.86,GREENWICH VILLAGE-WEST,1006290040
442,10.21,37.74,207.82,GREENWICH VILLAGE-WEST,1006290041
443,11.0,36.67,193.8,GREENWICH VILLAGE-WEST,1006300043
444,9.15,34.48,191.24,GREENWICH VILLAGE-WEST,1006320017
445,7.28,39.13,240.46,GREENWICH VILLAGE-WEST,1006320039
446,9.56,32.06,169.89,GREENWICH VILLAGE-WEST,1006320045
447,12.36,41.34,218.81,GREENWICH VILLAGE-WEST,1006320056
448,11.4,34.45,174.04,GREENWICH VILLAGE-WEST,1006330006
449,10.05,37.13,204.47,GREENWICH VILLAGE-WEST,1006330028
450,12.46,45.66,250.63,GREENWICH VILLAGE-WEST,1006330030
451,11.2,42.07,233.06,GREENWICH VILLAGE-WEST,1006340023
452,10.97,37.83,202.78,GREENWICH VILLAGE-WEST,1006340036
453,10.87,36.22,191.39,GREENWICH VILLAGE-WEST,1006340065
454,10.07,31.48,161.68,GREENWICH VILLAGE-WEST,1006360013
455,8.62,33.62,188.75,GREENWICH VILLAGE-WEST,1006360022
456,6.53,19.36,92.05,GREENWICH VILLAGE-WEST,1006370030
457,13.62,37.46,179.99,GREENWICH VILLAGE-WEST,1006370036
458,7.46,16.2,59.98,GREENWICH VILLAGE-WEST,1006370066
459,11.43,41.45,226.64,GREENWICH VILLAGE-WEST,1006370077
460,11.79,42.62,232.77,GREENWICH VILLAGE-WEST,1006370081
461,11.2,42.07,233.07,GREENWICH VILLAGE-WEST,1006380001
462,10.05,37.13,204.46,GREENWICH VILLAGE-WEST,1006380004
463,7.77,15.99,56.19,GREENWICH VILLAGE-WEST,1006380019
464,8.9,36.11,205.43,GREENWICH VILLAGE-WEST,1006400012
465,10.97,37.83,202.78,GREENWICH VILLAGE-WEST,1006400044
466,7.83,32.65,187.39,GREENWICH VILLAGE-WEST,1006400047
467,10.56,34.83,183.24,GREENWICH VILLAGE-WEST,1006400064
468,8.39,33.6,190.34,GREENWICH VILLAGE-WEST,1006410010
469,10.05,37.13,204.45,GREENWICH VILLAGE-WEST,1006410052
470,11.11,38.96,210.23,GREENWICH VILLAGE-WEST,1006410062
471,11.42,38.08,201.28,GREENWICH VILLAGE-WEST,1006420042
472,12.43,38.32,195.45,GREENWICH VILLAGE-WEST,1006420045
473,12.43,38.32,195.45,GREENWICH VILLAGE-WEST,1006420046
474,12.43,38.32,195.45,GREENWICH VILLAGE-WEST,1006420047
475,12.43,38.32,195.47,GREENWICH VILLAGE-WEST,1006420048
476,9.57,38.31,217.0,GREENWICH VILLAGE-WEST,1006420057
477,11.45,35.71,183.14,GREENWICH VILLAGE-WEST,1006430057
478,10.58,35.26,186.35,GREENWICH VILLAGE-WEST,1006430059
479,11.61,41.46,225.37,CHELSEA,1006940042
480,11.13,34.79,178.62,CHELSEA,1007170009
481,13.09,37.37,183.38,CHELSEA,1007170073
482,10.81,34.63,179.84,CHELSEA,1007190036
483,9.16,30.59,161.81,CHELSEA,1007200047
484,8.55,26.68,136.89,CHELSEA,1007200049
485,10.53,32.37,164.96,CHELSEA,1007200077
486,11.21,32.97,164.28,CHELSEA,1007220018
487,10.36,30.46,151.76,CHELSEA,1007220020
488,10.36,30.46,151.76,CHELSEA,1007220022
489,9.17,19.23,71.5,CHELSEA,1007220046
490,11.94,41.91,226.23,CHELSEA,1007220047
491,6.7,26.41,148.82,JAVITS CENTER,1007310050
492,10.16,34.61,184.6,JAVITS CENTER,1007310060
493,9.6,26.78,129.71,JAVITS CENTER,1007320016
494,8.21,17.49,64.96,JAVITS CENTER,1007330005
495,8.87,18.59,69.09,JAVITS CENTER,1007350010
496,14.5,36.66,167.31,CHELSEA,1007380018
497,11.42,38.06,201.08,CHELSEA,1007380051
498,9.73,45.77,272.01,CHELSEA,1007380056
499,11.34,35.59,183.09,CHELSEA,1007400019
500,10.04,29.54,147.22,CHELSEA,1007400037
501,11.45,34.71,175.6,CHELSEA,1007400043
502,6.51,18.89,88.33,CHELSEA,1007400044
503,6.51,18.89,88.33,CHELSEA,1007400045
504,6.51,18.89,88.33,CHELSEA,1007400046
505,8.86,26.1,130.18,CHELSEA,1007400047
506,12.09,37.02,188.27,CHELSEA,1007400048
507,12.09,37.02,188.27,CHELSEA,1007400049
508,12.09,37.02,188.27,CHELSEA,1007400050
509,12.18,40.63,214.81,CHELSEA,1007410041
510,8.5,30.09,163.01,CHELSEA,1007420022
511,6.5,25.89,146.39,CHELSEA,1007420049
512,11.39,35.59,182.69,CHELSEA,1007420059
513,8.27,32.15,180.32,CHELSEA,1007420060
514,10.41,33.74,176.16,CHELSEA,1007430080
515,11.77,34.12,168.75,CHELSEA,1007440001
516,7.81,31.82,181.28,CHELSEA,1007440003
517,10.18,30.94,156.67,CHELSEA,1007440018
518,11.11,36.56,192.18,CHELSEA,1007440019
519,10.88,33.79,172.95,CHELSEA,1007440032
520,11.54,34.55,173.71,CHELSEA,1007440063
521,12.31,34.51,167.64,CHELSEA,1007450012
522,9.91,28.88,143.22,CHELSEA,1007450016
523,9.6,28.24,140.78,CHELSEA,1007450017
524,10.59,27.25,125.81,CHELSEA,1007450018
525,10.05,31.35,160.81,CHELSEA,1007450019
526,12.31,34.51,167.65,CHELSEA,1007450021
527,9.82,35.98,197.51,CHELSEA,1007450056
528,6.14,27.93,164.5,CHELSEA,1007460012
529,11.43,36.75,191.13,CHELSEA,1007460018
530,10.62,33.37,171.73,CHELSEA,1007460071
531,10.55,35.17,185.91,CHELSEA,1007460072
532,10.7,34.54,179.99,CHELSEA,1007470001
533,10.08,29.66,147.83,CHELSEA,1007470028
534,7.51,25.85,138.47,CHELSEA,1007480001
535,10.11,29.8,148.66,CHELSEA,1007490001
536,10.22,29.5,145.56,CHELSEA,1007490024
537,7.51,25.85,138.47,CHELSEA,1007510001
538,9.34,27.88,139.98,CHELSEA,1007520001
539,13.33,29.03,118.5,CHELSEA,1007530006
540,10.7,31.46,156.71,CHELSEA,1007530008
541,11.04,30.22,85.56,FASHION,1007590053
542,11.04,30.22,85.74,FASHION,1007590054
543,9.43,33.18,179.32,FASHION,1007590068
544,11.0,38.62,208.53,FASHION,1007590072
545,10.81,37.36,200.45,FASHION,1007600007
546,8.3,27.11,142.02,FASHION,1007610059
547,12.19,32.63,154.33,FASHION,1007620014
548,14.44,26.31,83.34,FASHION,1007630077
549,10.26,31.36,159.31,FASHION,1007639008
550,10.11,35.98,195.31,CHELSEA,1007640062
551,11.0,36.65,193.66,CHELSEA,1007650016
552,10.23,34.08,180.05,CHELSEA,1007650052
553,11.98,31.44,146.92,CHELSEA,1007650059
554,9.81,32.9,174.34,CHELSEA,1007650062
555,10.34,37.64,206.12,CHELSEA,1007650070
556,8.79,33.87,189.35,CHELSEA,1007660009
557,9.51,29.16,148.35,CHELSEA,1007660023
558,10.08,29.66,147.83,CHELSEA,1007660039
559,6.5,25.89,146.4,CHELSEA,1007660053
560,10.93,35.63,186.48,CHELSEA,1007690031
561,10.29,34.04,179.3,CHELSEA,1007690050
562,11.19,37.64,199.73,CHELSEA,1007690066
563,8.09,30.36,168.13,CHELSEA,1007700048
564,9.27,29.82,155.14,CHELSEA,1007700059
565,10.32,34.51,182.64,CHELSEA,1007700070
566,9.93,29.2,145.51,CHELSEA,1007710020
567,9.88,30.22,153.56,CHELSEA,1007710023
568,12.18,44.31,242.54,CHELSEA,1007710028
569,12.22,44.72,245.38,CHELSEA,1007710038
570,13.34,45.77,244.84,CHELSEA,1007710065
571,11.91,34.17,168.04,CHELSEA,1007710073
572,10.08,45.6,268.16,CHELSEA,1007710074
573,9.81,33.13,176.07,CHELSEA,1007720012
574,11.45,35.71,183.16,CHELSEA,1007720067
575,9.56,35.57,196.38,CHELSEA,1007720069
576,10.56,32.34,164.44,CHELSEA,1007730012
577,9.16,30.59,161.78,CHELSEA,1007730022
578,10.65,31.32,156.04,CHELSEA,1007740069
579,9.12,29.46,153.57,CHELSEA,1007750006
580,11.57,30.97,146.47,CHELSEA,1007750022
581,8.87,32.53,178.63,CHELSEA,1007760017
582,12.34,30.17,134.61,CHELSEA,1007760065
583,12.34,34.08,164.13,FASHION,1007790010
584,10.26,31.36,159.31,FASHION,1007860020
585,9.65,30.45,157.04,CHELSEA,1007900001
586,10.26,38.79,215.41,CHELSEA,1007900040
587,12.27,43.83,238.31,CHELSEA,1007900066
588,14.41,37.98,177.95,CHELSEA,1007910001
589,8.87,32.53,178.63,CHELSEA,1007910009
590,10.8,31.77,158.32,CHELSEA,1007910013
591,11.28,35.4,182.15,CHELSEA,1007910031
592,11.06,33.23,167.45,CHELSEA,1007910032
593,9.32,29.96,155.82,CHELSEA,1007910062
594,10.93,37.54,200.88,CHELSEA,1007910066
595,11.23,30.98,149.12,CHELSEA,1007910068
596,9.11,28.65,147.54,CHELSEA,1007920028
597,10.48,35.3,187.41,CHELSEA,1007920033
598,8.79,33.87,189.37,CHELSEA,1007930014
599,12.98,34.78,164.59,CHELSEA,1007930017
600,10.73,30.34,148.05,CHELSEA,1007930020
601,9.07,32.66,178.11,CHELSEA,1007930022
602,9.18,33.84,186.19,CHELSEA,1007930067
603,12.34,30.17,134.61,CHELSEA,1007950014
604,9.27,22.0,93.73,CHELSEA,1007950061
605,12.34,30.17,134.62,CHELSEA,1007960001
606,10.8,31.77,158.32,CHELSEA,1007960007
607,7.76,31.89,182.17,CHELSEA,1007960013
608,8.5,30.09,163.01,CHELSEA,1007970076
609,9.39,31.0,163.16,CHELSEA,1007980017
610,9.69,33.38,178.87,CHELSEA,1007980026
611,9.15,34.48,191.24,CHELSEA,1007980071
612,10.05,28.32,137.93,CHELSEA,1007990035
613,5.33,26.39,159.01,CHELSEA,1007990057
614,11.42,38.08,201.28,CHELSEA,1008010030
615,10.98,37.87,203.01,CHELSEA,1008010065
616,12.34,37.99,193.66,CHELSEA,1008020031
617,10.8,31.77,158.33,CHELSEA,1008020052
618,11.23,33.03,164.59,CHELSEA,1008030014
619,7.03,23.02,118.58,CHELSEA,1008030065
620,6.53,29.7,174.94,FASHION,1008040008
621,10.2,36.96,202.05,FASHION,1008040018
622,10.8,31.77,158.32,FASHION,1008040049
623,7.85,35.8,211.02,FLATIRON,1008160031
624,11.13,38.38,205.74,FLATIRON,1008160059
625,10.83,37.21,199.16,FLATIRON,1008160062
626,10.45,34.84,184.16,FLATIRON,1008160063
627,10.09,39.77,224.09,FLATIRON,1008160078
628,6.31,33.84,207.83,FLATIRON,1008170025
629,9.65,30.45,157.04,FLATIRON,1008170029
630,9.72,43.5,231.29,FLATIRON,1008170057
631,8.75,32.07,176.06,FLATIRON,1008170085
632,8.79,33.87,189.35,FLATIRON,1008180058
633,11.22,42.87,238.95,FLATIRON,1008180059
634,9.75,38.77,219.1,FLATIRON,1008180073
635,8.97,39.7,232.01,FLATIRON,1008210038
636,7.11,36.99,224.0,FLATIRON,1008220045
637,11.13,38.38,205.73,FLATIRON,1008230065
638,11.05,39.48,214.64,FLATIRON,1008250071
639,9.79,41.55,239.78,FLATIRON,1008260029
640,10.84,33.36,170.03,FLATIRON,1008270042
641,9.14,40.49,232.76,FLATIRON,1008270060
642,10.89,36.9,196.38,FLATIRON,1008270068
643,10.73,39.67,218.5,FASHION,1008300046
644,11.67,36.19,185.12,FASHION,1008300074
645,11.84,37.21,191.55,FASHION,1008310020
646,12.34,37.99,193.65,FASHION,1008320032
647,9.2,36.79,208.31,FASHION,1008320039
648,10.82,38.99,212.69,FASHION,1008330022
649,12.29,33.62,161.04,FASHION,1008360064
650,9.15,34.48,191.24,FASHION,1008370040
651,10.61,36.88,169.13,FASHION,1008390062
652,12.28,32.97,156.16,FASHION,1008410021
653,10.77,33.83,174.07,FASHION,1008410066
654,10.25,35.36,189.57,FASHION,1008410069
655,11.49,38.73,205.64,FASHION,1008410070
656,11.79,39.2,206.95,FLATIRON,1008420007
657,12.52,41.6,219.55,FLATIRON,1008440011
658,11.4,40.73,221.43,FLATIRON,1008460064
659,8.05,31.59,177.73,FLATIRON,1008460071
660,9.79,41.55,239.78,FLATIRON,1008470024
661,11.77,41.73,226.2,FLATIRON,1008470038
662,10.59,35.26,186.25,FLATIRON,1008470050
663,9.79,41.55,239.78,FLATIRON,1008480012
664,10.73,39.67,218.49,FLATIRON,1008480074
665,8.45,33.72,190.79,FLATIRON,1008490055
666,8.98,42.56,253.53,FLATIRON,1008510013
667,10.86,31.34,154.62,FLATIRON,1008510028
668,9.15,34.48,191.24,FLATIRON,1008570018
669,10.82,38.99,212.69,MURRAY HILL,1008600027
670,7.61,38.43,232.69,MURRAY HILL,1008620011
671,12.31,37.97,193.73,MURRAY HILL,1008620024
672,11.36,39.26,210.64,MURRAY HILL,1008640035
673,10.98,37.87,203.02,MURRAY HILL,1008640041
674,10.89,36.9,196.37,MURRAY HILL,1008650007
675,11.36,39.26,210.65,MURRAY HILL,1008660064
676,11.14,35.11,180.98,MURRAY HILL,1008670033
677,11.14,35.11,180.98,MURRAY HILL,1008670057
678,10.25,33.69,176.97,GRAMERCY,1008710007
679,10.32,33.29,173.4,GRAMERCY,1008710021
680,10.63,35.45,187.44,GRAMERCY,1008710029
681,11.25,36.72,192.34,GRAMERCY,1008710030
682,10.64,34.69,181.58,GRAMERCY,1008710039
683,11.07,36.62,192.9,GRAMERCY,1008710044
684,9.06,32.57,177.51,GRAMERCY,1008710056
685,10.07,40.02,226.12,GRAMERCY,1008720007
686,11.02,39.35,213.95,GRAMERCY,1008720053
687,10.38,34.58,182.71,GRAMERCY,1008730019
688,12.58,36.66,181.82,GRAMERCY,1008730059
689,10.25,33.69,176.98,GRAMERCY,1008740054
690,10.98,37.87,203.02,GRAMERCY,1008740069
691,10.25,33.69,176.98,GRAMERCY,1008750008
692,9.72,33.2,177.28,GRAMERCY,1008750019
693,11.3,32.02,156.42,GRAMERCY,1008750025
694,11.5,36.45,188.37,GRAMERCY,1008750047
695,11.02,39.35,213.93,GRAMERCY,1008750048
696,10.73,39.67,218.5,GRAMERCY,1008750055
697,11.0,34.39,176.6,GRAMERCY,1008750056
698,9.71,30.87,159.76,GRAMERCY,1008760018
699,9.92,36.66,201.88,GRAMERCY,1008760026
700,10.96,33.94,173.5,GRAMERCY,1008770009
701,11.0,34.39,176.6,GRAMERCY,1008770022
702,9.47,31.0,162.55,GRAMERCY,1008770026
703,12.13,39.12,203.77,GRAMERCY,1008770030
704,11.08,36.95,195.32,GRAMERCY,1008770035
705,11.56,34.01,169.5,GRAMERCY,1008770042
706,11.56,34.01,169.5,GRAMERCY,1008770067
707,9.08,30.57,162.25,GRAMERCY,1008770074
708,9.72,33.2,177.27,GRAMERCY,1008770084
709,8.52,35.18,201.28,GRAMERCY,1008800019
710,10.01,31.28,160.59,GRAMERCY,1008800042
711,7.61,38.43,232.68,GRAMERCY,1008810047
712,11.09,39.61,215.32,GRAMERCY,1008820039
713,10.25,35.36,186.08,GRAMERCY,1008820050
714,12.39,36.02,178.4,GRAMERCY,1008820052
715,11.34,37.79,199.7,GRAMERCY,1008830058
716,11.07,36.62,192.9,MURRAY HILL,1008840001
717,8.91,35.86,203.48,MURRAY HILL,1008840027
718,10.08,29.66,147.83,MURRAY HILL,1008850001
719,11.53,35.35,179.83,MURRAY HILL,1008850008
720,12.23,35.22,173.57,MURRAY HILL,1008850037
721,11.22,32.22,158.58,MURRAY HILL,1008850074
722,10.37,30.5,151.97,MURRAY HILL,1008860031
723,7.56,31.29,179.19,MURRAY HILL,1008860034
724,10.61,32.39,164.44,MURRAY HILL,1008880037
725,10.4,32.51,166.93,MURRAY HILL,1008890015
726,10.19,31.85,163.54,MURRAY HILL,1008900001
727,10.19,31.85,163.53,MURRAY HILL,1008900020
728,11.53,32.39,157.49,MURRAY HILL,1008900049
729,11.6,32.45,157.42,MURRAY HILL,1008900054
730,11.24,33.83,170.54,MURRAY HILL,1008910001
731,10.3,32.18,165.19,MURRAY HILL,1008910003
732,10.21,33.13,173.06,MURRAY HILL,1008910023
733,8.82,33.81,188.67,MURRAY HILL,1008910059
734,7.23,26.22,143.36,MURRAY HILL,1008910062
735,6.81,31.16,183.85,MURRAY HILL,1008910066
736,11.53,32.39,157.49,MURRAY HILL,1008910077
737,12.33,34.69,168.83,MURRAY HILL,1008910083
738,11.53,38.44,203.17,MURRAY HILL,1008920020
739,11.6,34.45,172.52,MURRAY HILL,1008920025
740,10.99,37.9,203.17,MURRAY HILL,1008920062
741,11.09,39.61,215.33,MURRAY HILL,1008920080
742,10.21,33.13,173.04,MURRAY HILL,1008930002
743,9.8,32.33,170.11,MURRAY HILL,1008930014
744,11.3,33.22,165.49,MURRAY HILL,1008930017
745,11.07,36.62,192.9,MURRAY HILL,1008930020
746,9.59,35.6,196.37,MURRAY HILL,1008930041
747,6.97,28.98,166.17,MURRAY HILL,1008940001
748,11.47,35.35,180.3,MURRAY HILL,1008940006
749,8.46,33.99,192.75,MURRAY HILL,1008950031
750,13.14,33.85,156.37,MURRAY HILL,1008950066
751,6.35,24.4,72.31,GRAMERCY,1008960013
752,6.35,24.4,72.31,GRAMERCY,1008960014
753,10.86,34.73,180.22,GRAMERCY,1008960032
754,9.15,34.48,191.24,GRAMERCY,1008960039
755,11.99,36.53,185.28,GRAMERCY,1008970001
756,10.4,32.51,166.93,GRAMERCY,1008970035
757,10.63,35.45,187.44,GRAMERCY,1008970065
758,9.74,31.96,167.76,GRAMERCY,1008980001
759,10.71,36.94,197.98,GRAMERCY,1008980021
760,10.32,33.29,173.43,GRAMERCY,1008980039
761,9.65,30.45,157.04,GRAMERCY,1008990001
762,11.45,35.9,184.59,GRAMERCY,1008990008
763,10.08,29.66,147.83,GRAMERCY,1008990032
764,9.85,35.14,190.96,GRAMERCY,1009010052
765,10.52,32.04,162.48,GRAMERCY,1009020001
766,10.32,33.29,173.43,GRAMERCY,1009020009
767,10.08,34.28,182.71,GRAMERCY,1009040029
768,10.62,34.97,183.84,GRAMERCY,1009040039
769,10.4,32.51,166.93,GRAMERCY,1009040050
770,11.16,32.8,163.39,GRAMERCY,1009050006
771,11.91,32.69,156.89,GRAMERCY,1009050026
772,11.49,37.53,196.6,GRAMERCY,1009060001
773,10.09,31.39,160.82,GRAMERCY,1009060024
774,11.78,38.04,198.23,GRAMERCY,1009070043
775,9.74,31.96,167.76,GRAMERCY,1009070056
776,10.2,33.38,175.02,GRAMERCY,1009080037
777,12.07,34.12,166.48,GRAMERCY,1009080047
778,10.34,31.7,161.27,MURRAY HILL,1009090001
779,11.04,36.79,194.4,MURRAY HILL,1009090015
780,10.92,34.13,173.72,MURRAY HILL,1009090045
781,11.08,36.95,195.37,MURRAY HILL,1009100012
782,11.0,34.39,176.6,MURRAY HILL,1009100014
783,12.07,35.49,176.78,MURRAY HILL,1009100039
784,10.92,34.13,175.22,MURRAY HILL,1009100041
785,12.07,35.49,176.84,MURRAY HILL,1009120043
786,10.4,32.51,166.93,MURRAY HILL,1009130028
787,9.26,30.19,158.02,MURRAY HILL,1009150038
788,13.03,36.2,174.96,MURRAY HILL,1009150044
789,13.14,33.85,156.37,MURRAY HILL,1009150046
790,10.25,35.36,189.58,MURRAY HILL,1009160009
791,9.67,34.35,186.33,MURRAY HILL,1009160023
792,10.25,35.36,189.57,MURRAY HILL,1009160055
793,11.07,36.62,192.91,MURRAY HILL,1009160061
794,10.64,34.69,181.58,MURRAY HILL,1009170017
795,9.67,34.35,186.33,MURRAY HILL,1009180001
796,12.09,35.32,175.39,MURRAY HILL,1009180025
797,8.82,33.81,188.67,MURRAY HILL,1009180035
798,10.19,31.85,163.53,KIPS BAY,1009210019
799,9.08,31.22,49.33,KIPS BAY,1009240013
800,11.0,32.36,161.29,KIPS BAY,1009270015
801,10.9,37.24,198.87,KIPS BAY,1009280001
802,8.61,20.99,90.3,KIPS BAY,1009290001
803,10.61,33.16,170.25,KIPS BAY,1009300001
804,11.85,27.78,120.27,KIPS BAY,1009300012
805,11.0,32.36,161.22,KIPS BAY,1009300043
806,10.87,35.21,183.76,KIPS BAY,1009310009
807,11.55,33.96,169.2,KIPS BAY,1009400047
808,11.12,37.08,196.0,KIPS BAY,1009400048
809,11.06,34.74,178.79,KIPS BAY,1009430001
810,11.95,36.55,185.73,MIDTOWN WEST,1010090029
811,11.07,30.54,146.99,MIDTOWN WEST,1010100053
812,10.42,36.56,197.36,MIDTOWN WEST,1010110038
813,11.36,35.75,184.15,MIDTOWN WEST,1010110042
814,11.24,35.46,182.86,MIDTOWN WEST,1010110045
815,11.44,35.51,181.73,MIDTOWN WEST,1010110052
816,10.57,35.24,186.27,MIDTOWN WEST,1010260026
817,10.27,32.56,168.29,MIDTOWN WEST,1010290027
818,11.04,36.43,191.7,MIDTOWN WEST,1010300029
819,8.34,33.86,192.67,MIDTOWN WEST,1010300039
820,10.57,35.24,186.26,MIDTOWN WEST,1010300046
821,11.45,33.69,167.91,MIDTOWN WEST,1010300048
822,11.04,39.3,112.32,MIDTOWN WEST,1010340019
823,9.71,37.29,112.32,MIDTOWN WEST,1010340020
824,13.16,38.62,192.24,MIDTOWN WEST,1010350007
825,10.29,35.48,190.19,MIDTOWN WEST,1010350008
826,9.66,25.41,118.59,MIDTOWN WEST,1010360003
827,8.94,23.51,108.43,MIDTOWN WEST,1010360014
828,8.6,20.9,79.83,MIDTOWN WEST,1010380006
829,11.36,33.42,166.52,MIDTOWN WEST,1010380012
830,8.6,20.9,89.62,MIDTOWN WEST,1010380022
831,10.3,30.31,136.22,MIDTOWN WEST,1010380053
832,10.3,30.31,114.3,MIDTOWN WEST,1010380054
833,9.83,33.26,108.81,MIDTOWN WEST,1010380058
834,10.3,30.31,112.41,MIDTOWN WEST,1010390042
835,8.79,34.25,192.23,MIDTOWN WEST,1010390057
836,8.6,20.9,89.65,MIDTOWN WEST,1010430002
837,11.26,33.12,165.03,MIDTOWN WEST,1010430003
838,14.8,32.7,135.16,MIDTOWN WEST,1010430017
839,13.37,36.87,177.41,MIDTOWN WEST,1010450005
840,11.23,35.11,180.29,MIDTOWN WEST,1010450020
841,13.1,31.59,139.6,MIDTOWN WEST,1010450037
842,11.66,30.34,141.03,MIDTOWN WEST,1010450051
843,12.63,39.0,199.1,MIDTOWN WEST,1010460001
844,10.26,31.36,159.3,MIDTOWN WEST,1010460013
845,11.63,29.32,133.57,MIDTOWN WEST,1010460021
846,11.6,23.08,85.21,MIDTOWN WEST,1010460028
847,13.37,34.93,162.78,MIDTOWN WEST,1010460038
848,13.38,37.89,185.08,MIDTOWN WEST,1010460042
849,14.44,37.04,170.61,MIDTOWN WEST,1010460054
850,13.06,29.32,122.76,MIDTOWN WEST,1010460056
851,7.29,26.86,147.75,MIDTOWN WEST,1010490001
852,9.49,27.9,139.02,CLINTON,1010530007
853,10.89,32.44,162.72,CLINTON,1010530009
854,11.72,33.42,163.86,CLINTON,1010540002
855,10.97,32.26,160.72,CLINTON,1010540024
856,10.13,29.15,143.6,CLINTON,1010550001
857,10.18,31.81,163.3,CLINTON,1010550028
858,9.97,31.16,159.98,CLINTON,1010550038
859,9.97,31.37,161.59,CLINTON,1010550044
860,9.97,31.16,160.01,CLINTON,1010550045
861,9.97,31.37,161.52,CLINTON,1010550047
862,8.52,33.01,184.95,CLINTON,1010550048
863,8.52,33.01,184.95,CLINTON,1010550049
864,9.94,29.23,145.64,CLINTON,1010560001
865,8.74,22.81,104.26,CLINTON,1010560018
866,9.97,31.37,161.58,CLINTON,1010560025
867,8.74,22.81,104.18,CLINTON,1010560037
868,11.23,35.11,180.31,CLINTON,1010560042
869,9.94,29.23,145.63,CLINTON,1010570035
870,9.94,29.23,145.64,CLINTON,1010570037
871,9.94,29.23,108.92,CLINTON,1010580024
872,11.44,33.64,167.65,CLINTON,1010580025
873,11.44,33.64,167.65,CLINTON,1010580026
874,8.74,22.81,104.26,CLINTON,1010580027
875,8.68,29.84,159.8,CLINTON,1010580052
876,8.41,28.02,148.04,CLINTON,1010600024
877,9.75,27.56,134.4,CLINTON,1010620026
878,8.74,22.81,104.24,CLINTON,1010630054
879,8.74,22.81,82.07,CLINTON,1010640001
880,10.01,29.44,146.67,CLINTON,1010640014
881,13.37,36.87,177.42,CLINTON,1010640015
882,9.95,30.5,155.16,CLINTON,1010650021
883,10.19,29.32,144.43,CLINTON,1010650023
884,8.12,34.05,195.83,CLINTON,1010650033
885,7.44,32.71,190.79,CLINTON,1010650034
886,11.53,33.17,163.39,CLINTON,1010660037
887,8.74,22.81,104.26,CLINTON,1010660063
888,10.44,28.36,135.3,CLINTON,1010670008
889,11.83,36.5,186.28,CLINTON,1010670022
890,12.41,34.19,164.4,CLINTON,1010670026
891,10.5,27.63,129.33,CLINTON,1010670028
892,10.35,28.48,136.87,CLINTON,1010670033
893,10.89,32.44,162.71,CLINTON,1010750033
894,10.01,29.63,148.14,CLINTON,1010760019
895,10.05,30.47,154.16,CLINTON,1010770015
896,8.74,22.81,104.21,CLINTON,1010770022
897,8.74,22.81,104.25,CLINTON,1010780042
898,10.89,32.44,162.73,CLINTON,1010780045
899,10.89,32.44,162.67,CLINTON,1010780046
900,13.3,44.32,234.24,UPPER WEST SIDE (59-79),1011140061
901,12.86,42.65,224.9,UPPER WEST SIDE (59-79),1011170016
902,10.97,36.56,193.21,UPPER WEST SIDE (59-79),1011170019
903,10.97,36.56,193.21,UPPER WEST SIDE (59-79),1011170021
904,11.56,36.39,187.47,UPPER WEST SIDE (59-79),1011170029
905,12.22,44.8,245.98,UPPER WEST SIDE (59-79),1011170036
906,10.64,33.25,170.71,UPPER WEST SIDE (59-79),1011180022
907,12.0,40.0,211.4,UPPER WEST SIDE (59-79),1011180036
908,12.0,40.0,211.4,UPPER WEST SIDE (59-79),1011190029
909,12.21,40.69,215.03,UPPER WEST SIDE (59-79),1011190036
910,10.22,39.76,223.02,UPPER WEST SIDE (59-79),1011190047
911,10.68,36.75,196.83,UPPER WEST SIDE (59-79),1011190050
912,12.37,35.89,177.57,UPPER WEST SIDE (59-79),1011200007
913,10.11,29.73,148.13,UPPER WEST SIDE (59-79),1011200011
914,8.75,34.43,193.89,UPPER WEST SIDE (59-79),1011200014
915,8.75,34.43,193.88,UPPER WEST SIDE (59-79),1011200017
916,10.11,29.73,148.14,UPPER WEST SIDE (59-79),1011200022
917,10.44,36.0,192.97,UPPER WEST SIDE (59-79),1011200023
918,12.21,40.69,215.02,UPPER WEST SIDE (59-79),1011200029
919,11.7,41.78,227.11,UPPER WEST SIDE (59-79),1011200057
920,10.57,35.24,186.26,UPPER WEST SIDE (59-79),1011200061
921,10.78,44.28,252.93,UPPER WEST SIDE (59-79),1011210002
922,5.36,29.65,183.35,UPPER WEST SIDE (59-79),1011210008
923,12.0,40.0,211.4,UPPER WEST SIDE (59-79),1011210029
924,12.21,40.69,215.03,UPPER WEST SIDE (59-79),1011210036
925,11.13,38.79,208.82,UPPER WEST SIDE (59-79),1011210043
926,11.13,38.79,208.84,UPPER WEST SIDE (59-79),1011210045
927,10.97,36.56,193.2,UPPER WEST SIDE (59-79),1011220023
928,12.0,40.0,211.4,UPPER WEST SIDE (59-79),1011220029
929,8.75,34.43,193.88,UPPER WEST SIDE (59-79),1011220040
